ds,trend,weekly,yearly,category
2024-06-18,56.8236507615015,1.48734934869059,-11.615345875025243,가구/인테리어
2024-06-19,56.78763679350342,0.3114471897573848,-11.280622527313742,가구/인테리어
2024-06-20,56.75162282550533,-0.7492860000001423,-10.848956173546945,가구/인테리어
2024-06-21,56.71560885750725,-3.522082368303016,-10.325811175529651,가구/인테리어
2024-06-22,56.67959488950917,-4.2021044762350845,-9.718496377269657,가구/인테리어
2024-06-23,56.64358092151108,2.8770033587953785,-9.036033565140263,가구/인테리어
2024-06-24,56.607566953513015,3.7976729472987283,-8.28898704736372,가구/인테리어
2024-06-25,56.57155298551493,1.4873493486917622,-7.489257998650952,가구/인테리어
2024-06-26,56.53553901751685,0.31144718975414226,-6.64984806205589,가구/인테리어
2024-06-27,56.49952504951876,-0.749286000006854,-5.784597440387375,가구/인테리어
2024-06-28,56.46351108152068,-3.522082368304644,-4.907903325495721,가구/인테리어
2024-06-29,56.427497111877486,-4.202104476250178,-4.03442498992286,가구/인테리어
2024-06-30,56.3914831422343,2.8770033587990995,-3.1787821903504923,가구/인테리어
2024-07-01,56.355469172591114,3.7976729472952186,-2.355253697627987,가구/인테리어
2024-07-02,56.31945520294792,1.4873493486888067,-1.5774827702801582,가구/인테리어
2024-07-03,56.28344123330472,0.31144718975089947,-0.8581962271888646,가구/인테리어
2024-07-04,56.24742726366153,-0.7492859999952814,-0.20894345495902997,가구/인테리어
2024-07-05,56.21141329401834,-3.5220823683062723,0.3601387856068037,가구/인테리어
2024-07-06,56.17539932437515,-4.202104476246447,0.8405304995378958,가구/인테리어
2024-07-07,56.13938535473195,2.877003358804044,1.2254970235056488,가구/인테리어
2024-07-08,56.103371385088764,3.797672947297647,1.510218335597406,가구/인테리어
2024-07-09,56.06735741544557,1.487349348692825,1.6918763506386734,가구/인테리어
2024-07-10,56.031343445802385,0.311447189756593,1.769698427486744,가구/인테리어
2024-07-11,55.99532947566503,-0.7492859999980697,1.7449563368705665,가구/인테리어
2024-07-12,55.959315505527684,-3.522082368310503,1.6209209726638918,가구/인테리어
2024-07-13,55.923301535390344,-4.2021044762434805,1.4027741108652336,가구/인테리어
2024-07-14,55.887287565253,2.8770033588089885,1.0974795041708978,가구/인테리어
2024-07-15,55.85127359511565,3.797672947300837,0.713616522518511,가구/인테리어
2024-07-16,55.815259624978296,1.4873493486898697,0.26118038924103226,가구/인테리어
2024-07-17,55.77924565484095,0.3114471897533505,-0.24864620090605868,가구/인테리어
2024-07-18,55.743231684703595,-0.7492859999969346,-0.8037446785940647,가구/인테리어
2024-07-19,55.70721771456626,-3.5220823683095293,-1.3913295248501343,가구/인테리어
2024-07-20,55.67120374442891,-4.20210447625781,-1.9982282973950327,가구/인테리어
2024-07-21,55.63518977429156,2.877003358811486,-2.611166342340019,가구/인테리어
2024-07-22,55.59917580480638,3.7976729473002955,-3.217049739035447,가구/인테리어
2024-07-23,55.563161835321196,1.487349348691042,-3.803240142239349,가구/인테리어
2024-07-24,55.52714786583602,0.31144718975457575,-4.3578154497866715,가구/인테리어
2024-07-25,55.49113389635084,-0.7492859999957994,-4.869810627435573,가구/인테리어
2024-07-26,55.45511992686567,-3.522082368301529,-5.329433554137497,가구/인테리어
2024-07-27,55.41910595738049,-4.202104476254844,-5.728251395745652,가구/인테리어
2024-07-28,55.383091987895305,2.8770033588164305,-6.059343756293559,가구/인테리어
2024-07-29,55.34707801841014,3.797672947296786,-6.317419674112569,가구/인테리어
2024-07-30,55.311064048924955,1.4873493486880867,-6.4988964043246025,가구/인테리어
2024-07-31,55.27505007943978,0.3114471897546538,-6.601938837850351,가구/인테리어
2024-08-01,55.2390361099546,-0.7492860000025112,-6.6264593276630785,가구/인테리어
2024-08-02,55.203022140469415,-3.5220823683005555,-6.574078603329049,가구/인테리어
2024-08-03,55.16700817242041,-4.202104476251113,-6.448049333287203,가구/인테리어
2024-08-04,55.13099420437138,2.877003358820151,-6.253144720526699,가구/인테리어
2024-08-05,55.09498023632238,3.7976729472932758,-5.9955152724684275,가구/인테리어
2024-08-06,55.058966268273366,1.487349348689259,-5.682517553429775,가구/인테리어
2024-08-07,55.02295230022436,0.3114471897558792,-5.3225192938331904,가구/인테리어
2024-08-08,54.98693833217535,-0.7492860000013764,-4.924685683133275,가구/인테리어
2024-08-09,54.950924364126344,-3.522082368304785,-4.498752004654807,가구/인테리어
2024-08-10,54.91491039607732,-4.202104476248146,-4.054787975439164,가구/인테리어
2024-08-11,54.87889642802831,2.8770033588018458,-3.6029592303831772,가구/인테리어
2024-08-12,54.8428824599793,3.797672947305374,-3.153291338970003,가구/인테리어
2024-08-13,54.806868491930295,1.4873493486821763,-2.7154415689330205,가구/인테리어
2024-08-14,54.77085452337177,0.31144718975263663,-2.298483321496703,가구/인테리어
2024-08-15,54.73484055481326,-0.7492860000041646,-1.9107077671645318,가구/인테리어
2024-08-16,54.69882658625473,-3.5220823682941846,-1.5594467216466443,가구/인테리어
2024-08-17,54.66281261769622,-4.202104476244415,-1.2509202324814366,가구/인테리어
2024-08-18,54.6267986491377,2.877003358805567,-0.9901117137467346,가구/인테리어
2024-08-19,54.59078468057918,3.7976729473048336,-0.7806727858394721,가구/인테리어
2024-08-20,54.55477071202066,1.4873493486833487,-0.6248592669186184,가구/인테리어
2024-08-21,54.51875674346215,0.311447189753862,-0.523499039773326,가구/인테리어
2024-08-22,54.482742774903635,-0.7492859999965151,-0.47599179985689105,가구/인테리어
2024-08-23,54.446728806345114,-3.5220823682958113,-0.4803399936925994,가구/인테리어
2024-08-24,54.4107148377866,-4.202104476242213,-0.5332095971170137,가구/인테리어
2024-08-25,54.37470086922808,2.877003358810511,-0.6300187740329831,가구/인테리어
2024-08-26,54.338686898993004,3.7976729473013235,-0.7650519107330375,가구/인테리어
2024-08-27,54.30267292875792,1.4873493486914946,-0.9315960486828864,가구/인테리어
2024-08-28,54.266658958522854,0.3114471897506195,-1.122096348043792,가구/인테리어
2024-08-29,54.23064498828777,-0.7492859999993038,-1.3283269109539513,가구/인테리어
2024-08-30,54.194631018052696,-3.5220823682974403,-1.5415730810982566,가구/인테리어
2024-08-31,54.158617047817614,-4.202104476238483,-1.752821215492081,가구/인테리어
2024-09-01,54.12260307758254,2.877003358814232,-1.9529518945258388,가구/인테리어
2024-09-02,54.08658910734746,3.7976729472978135,-2.132932593797811,가구/인테리어
2024-09-03,54.05057513711239,1.4873493486885387,-2.284005980909481,가구/인테리어
2024-09-04,54.01456116687731,0.31144718975631286,-2.397870215213363,가구/인테리어
2024-09-05,53.97854719664223,-0.7492860000020918,-2.4668479099994514,가구/인테리어
2024-09-06,53.942533226407164,-3.52208236830167,-2.4840407552760246,가구/인테리어
2024-09-07,53.90651925505892,-4.202104476252812,-2.443467184613472,가구/인테리어
2024-09-08,53.87050528371067,2.877003358795926,-2.3401808905916734,가구/인테리어
2024-09-09,53.83449131236242,3.7976729472972726,-2.1703684389265385,가구/인테리어
2024-09-10,53.79847734101417,1.4873493486855838,-1.9314246903909804,가구/인테리어
2024-09-11,53.76246336966592,0.31144718975306995,-1.6220052014283295,가구/인테리어
2024-09-12,53.726449398317676,-0.7492859999944429,-1.2420552287591244,가구/인테리어
2024-09-13,53.69043542696943,-3.5220823683059024,-0.7928154013157745,가구/인테리어
2024-09-14,53.65442145562118,-4.202104476249845,-0.2768045362072333,가구/인테리어
2024-09-15,53.618407484272936,2.877003358798423,0.30221954270828244,가구/인테리어
2024-09-16,53.58239351292469,3.7976729472967334,0.9393199802937159,가구/인테리어
2024-09-17,53.54637954157645,1.4873493486867562,1.6284601528415714,가구/인테리어
2024-09-18,53.5103655661342,0.3114471897531486,2.36260045202286,가구/인테리어
2024-09-19,53.47435159069196,-0.7492859999933075,3.133810610646869,가구/인테리어
2024-09-20,53.43833761524971,-3.5220823683075295,3.9333954233601855,가구/인테리어
2024-09-21,53.402323639807456,-4.2021044762468795,4.752031593222852,가구/인테리어
2024-09-22,53.36630966436522,2.877003358803368,5.579913356237561,가구/인테리어
2024-09-23,53.330295688922966,3.7976729473028916,6.406904497603135,가구/인테리어
2024-09-24,53.29428171348073,1.4873493486879288,7.222694372431683,가구/인테리어
2024-09-25,53.25826773803848,0.311447189754374,8.016955576109886,가구/인테리어
2024-09-26,53.222253762596225,-0.7492860000000191,8.779500971090288,가구/인테리어
2024-09-27,53.18623978715399,-3.522082368309158,9.500437863640254,가구/인테리어
2024-09-28,53.150225811711735,-4.202104476243148,10.170317231722265,가구/인테리어
2024-09-29,53.1142118362695,2.8770033588070887,10.780276029775331,가구/인테리어
2024-09-30,53.07819785974826,3.797672947299382,11.322170734172149,가구/인테리어
2024-10-01,53.042183883227025,1.4873493486849734,11.788700441516683,가구/인테리어
2024-10-02,53.00616990670579,0.31144718975559943,12.173517987984365,가구/인테리어
2024-10-03,52.970155930184546,-0.7492859999988841,12.471327719796237,가구/인테리어
2024-10-04,52.934141953663314,-3.5220823682985554,12.677968711030777,가구/인테리어
2024-10-05,52.89812797714208,-4.202104476239417,12.790482394719957,가구/인테리어
2024-10-06,52.86211400062084,2.8770033588120336,12.807163745909882,가구/인테리어
2024-10-07,52.82610002409961,3.797672947301811,12.72759533145877,가구/인테리어
2024-10-08,52.79008604757838,1.4873493486820177,12.552663720953161,가구/인테리어
2024-10-09,52.75407207105714,0.3114471897556774,12.284557937036508,가구/인테리어
2024-10-10,52.718058094535905,-0.7492860000016723,11.926749812241912,가구/인테리어
2024-10-11,52.68204411801467,-3.5220823683027853,11.48395631375521,가구/인테리어
2024-10-12,52.64603014423715,-4.202104476254511,10.962084097790502,가구/인테리어
2024-10-13,52.61001617045965,2.877003358815754,10.368156761597094,가구/인테리어
2024-10-14,52.57400219668214,3.7976729472983006,9.710225473092676,가구/인테리어
2024-10-15,52.53798822290463,1.4873493486901637,8.997263874860915,가구/인테리어
2024-10-16,52.501974249127116,0.3114471897569028,8.239048379307935,가구/인테리어
2024-10-17,52.46596027534961,-0.7492860000005369,7.446025192870348,가구/인테리어
2024-10-18,52.429946301572095,-3.5220823683018128,6.62916562659053,가구/인테리어
2024-10-19,52.39393232779459,-4.202104476252309,5.799811464422162,가구/인테리어
2024-10-20,52.35791835401707,2.8770033587974484,4.969512365500809,가구/인테리어
2024-10-21,52.32190438023957,3.797672947297761,4.1498574673639395,가구/인테리어
2024-10-22,52.285890406462066,1.487349348687209,3.352303528953019,가구/인테리어
2024-10-23,52.24987479639414,0.31144718975366065,2.588002099729804,가구/인테리어
2024-10-24,52.21385918632622,-0.7492860000033255,1.8676283191853575,가구/인테리어
2024-10-25,52.1778435762583,-3.522082368306044,1.2012140338389499,가구/인테리어
2024-10-26,52.14182796619038,-4.202104476248579,0.5979879618840878,가구/인테리어
2024-10-27,52.10581235612246,2.8770033588011694,0.06622563403871749,가구/인테리어
2024-10-28,52.06979674605454,3.7976729472942505,-0.38688821061148726,가구/인테리어
2024-10-29,52.033781135986615,1.4873493486842537,-0.7553821961423866,가구/인테리어
2024-10-30,51.997765525918695,0.3114471897593536,-1.034603425306508,가구/인테리어
2024-10-31,51.961749915850774,-0.7492859999956765,-1.2213029237648987,가구/인테리어
2024-11-01,51.92573430578285,-3.5220823683076716,-1.3136994592161793,가구/인테리어
2024-11-02,51.88971869571494,-4.2021044762448465,-1.3115200941329344,가구/인테리어
2024-11-03,51.85370308564702,2.877003358806114,-1.2160161911665053,가구/인테리어
2024-11-04,51.817687474760575,3.79767294729371,-1.0299539933451123,가구/인테리어
2024-11-05,51.781671863874145,1.4873493486965268,-0.7575793406428188,가구/인테리어
2024-11-06,51.7456562529877,0.31144718975611096,-0.4045565526700701,가구/인테리어
2024-11-07,51.70964064210127,-0.749285999998465,0.022118004824072633,가구/인테리어
2024-11-08,51.67362503121483,-3.52208236829707,0.514226654125423,가구/인테리어
2024-11-09,51.6376094203284,-4.20210447624188,1.062463927884154,가구/인테리어
2024-11-10,51.60159380944196,2.877003358808611,1.6565908821909705,가구/인테리어
2024-11-11,51.56557819855553,3.7976729472998696,2.2856077417521057,가구/인테리어
2024-11-12,51.5295625876691,1.487349348689444,2.9379419923954284,가구/인테리어
2024-11-13,51.49354697678265,0.31144718975286884,3.6016486563990306,가구/인테리어
2024-11-14,51.45753136589622,-0.7492859999973298,4.264619163145963,가구/인테리어
2024-11-15,51.421515755009786,-3.522082368298698,4.914794971173593,가구/인테리어
2024-11-16,51.38550014055186,-4.202104476255445,5.54038191574601,가구/인테리어
2024-11-17,51.349484526093946,2.877003358813556,6.130061155761808,가구/인테리어
2024-11-18,51.313468911636036,3.7976729472993282,6.673192579884045,가구/인테리어
2024-11-19,51.27745329717812,1.4873493486906164,7.160006607363657,가구/인테리어
2024-11-20,51.2414376827202,0.31144718975409386,7.581780485035629,가구/인테리어
2024-11-21,51.20542206826229,-0.7492860000040412,7.930995437143603,가구/인테리어
2024-11-22,51.16940645380438,-3.5220823683003255,8.201471365453916,가구/인테리어
2024-11-23,51.13339083934646,-4.202104476253243,8.388476217827714,가구/인테리어
2024-11-24,51.097375224888545,2.8770033588185004,8.488807636089009,가구/인테리어
2024-11-25,51.061359610430635,3.797672947298788,8.500845048984404,가구/인테리어
2024-11-26,51.02534399597272,1.4873493486876612,8.424570981333405,가구/인테리어
2024-11-27,50.989328383296005,0.31144718974970415,8.261560993245167,가구/인테리어
2024-11-28,50.953312770619306,-0.7492860000029065,8.01494232888308,가구/인테리어
2024-11-29,50.9172971579426,-3.5220823683019558,7.689322027569477,가구/인테리어
2024-11-30,50.8812815452659,-4.202104476249513,7.29068591516927,가구/인테리어
2024-12-01,50.8452659325892,2.877003358822221,6.8262705348137,가구/인테리어
2024-12-02,50.80925031991249,3.797672947304947,6.304410677523431,가구/인테리어
2024-12-03,50.77323470723578,1.4873493486847058,5.734365720331476,가구/인테리어
2024-12-04,50.73721909455908,0.31144718975539765,5.126128458276987,가구/인테리어
2024-12-05,50.701203481882374,-0.7492859999991804,4.490220514867438,가구/인테리어
2024-12-06,50.665187869205674,-3.5220823683061857,3.8374787229243013,가구/인테리어
2024-12-07,50.62917225652897,-4.202104476246546,3.178837075713888,가구/인테리어
2024-12-08,50.59315664385227,2.877003358805139,2.5251089510119,가구/인테리어
2024-12-09,50.557141031804974,3.7976729473014363,1.8867743048921999,가구/인테리어
2024-12-10,50.52112541975768,1.4873493486817504,1.2737764168470853,가구/인테리어
2024-12-11,50.485109807710394,0.31144718975215463,0.6953325453229006,가구/인테리어
2024-12-12,50.4490941956631,-0.7492859999980456,0.15976252765699772,가구/인테리어
2024-12-13,50.413078583615814,-3.5220823682955835,-0.3256610618894511,가구/인테리어
2024-12-14,50.37706297156852,-4.20210447624358,-0.7548380880827291,가구/인테리어
2024-12-15,50.34104735952123,2.877003358807636,-1.1229388359204622,가구/인테리어
2024-12-16,50.30503174747394,3.7976729473038664,-1.4264729069876592,가구/인테리어
2024-12-17,50.26901613542665,1.4873493486829228,-1.6633278235297402,가구/인테리어
2024-12-18,50.23300052337936,0.3114471897533804,-1.8327768426576463,가구/인테리어
2024-12-19,50.19698491133207,-0.7492859999969101,-1.9354562028369302,가구/인테리어
2024-12-20,50.16096929928477,-3.522082368299812,-1.973312736532821,가구/인테리어
2024-12-21,50.12495368253618,-4.2021044762406135,-1.949523469061447,가구/인테리어
2024-12-22,50.088938065787566,2.8770033588113573,-1.8683894673380292,가구/인테리어
2024-12-23,50.05292244903896,3.797672947300356,-1.7352067873361494,가구/인테리어
2024-12-24,50.01690683229035,1.4873493486910687,-1.556117881308412,가구/인테리어
2024-12-25,49.98089121554175,0.3114471897546055,-1.3379472525137648,가구/인테리어
2024-12-26,49.944875598793146,-0.7492860000036218,-1.0880254760662675,가구/인테리어
2024-12-27,49.90885998204454,-3.522082368298839,-0.8140059315702207,가구/인테리어
2024-12-28,49.87284436529593,-4.202104476236883,-0.523678711294017,가구/인테리어
2024-12-29,49.836828748547326,2.8770033587930515,-0.2247861743748919,가구/인테리어
2024-12-30,49.800813131798726,3.797672947296845,0.07515548662349242,가구/인테리어
2024-12-31,49.76479751505013,1.4873493486922413,0.36902451207729425,가구/인테리어
2025-01-01,49.728781898501104,0.31144718975583113,0.6502478328433174,가구/인테리어
2025-01-02,49.69276628195208,-0.7492860000024868,0.9129378827206469,가구/인테리어
2025-01-03,49.65675066540307,-3.52208236830307,1.1520090164897199,가구/인테리어
2025-01-04,49.620735048854044,-4.202104476251211,1.3632711393193564,가구/인테리어
2025-01-05,49.58471943230502,2.8770033587979955,1.543498761671514,가구/인테리어
2025-01-06,49.54870381575601,3.797672947299276,1.6904743393086379,가구/인테리어
2025-01-07,49.512688199206984,1.487349348685158,1.8030054232984802,가구/인테리어
2025-01-08,49.47667258265797,0.3114471897559095,1.8809158127509016,가구/인테리어
2025-01-09,49.44065696610894,-0.7492859999948375,1.9250115558140168,가구/인테리어
2025-01-10,49.404641349559924,-3.522082368307301,1.9370232653757185,가구/인테리어
2025-01-11,49.36862573301091,-4.202104476247481,1.91952678906025,가구/인테리어
2025-01-12,49.33261011646188,2.877003358801717,1.8758447840335175,가구/인테리어
2025-01-13,49.29659449540395,3.7976729472957653,1.809932183086328,가구/인테리어
2025-01-14,49.26057887434603,1.4873493486863307,1.7262488889907917,가구/인테리어
2025-01-15,49.2245632532881,0.3114471897571346,1.6296232910446364,가구/인테리어
2025-01-16,49.188547632230176,-0.7492859999937022,1.5251103555721885,가구/인테리어
2025-01-17,49.152532011172255,-3.5220823683063287,1.4178480980529504,가구/인테리어
2025-01-18,49.116516390114334,-4.202104476246044,1.3129161987158833,가구/인테리어
2025-01-19,49.08050076905641,2.877003358805438,1.2152003784306826,가구/인테리어
2025-01-20,49.044485147998486,3.797672947301925,1.129265913275823,가구/인테리어
2025-01-21,49.00846952694056,1.487349348687503,1.0592433420119456,가구/인테리어
2025-01-22,48.97245390588264,0.3114471897538919,1.0087290212422482,가구/인테리어
2025-01-23,48.93643828482472,-0.7492859999964907,0.9807027203374252,가구/인테리어
2025-01-24,48.90042266472998,-3.5220823683105578,0.9774639361122782,가구/인테리어
2025-01-25,48.86440704463524,-4.202104476259608,1.0005880606442676,가구/인테리어
2025-01-26,48.828391424540506,2.877003358809159,1.0509029702230723,가구/인테리어
2025-01-27,48.79237580444577,3.7976729472984148,1.1284860353005937,가구/인테리어
2025-01-28,48.75636018435103,1.4873493486804197,1.2326809962557597,가구/인테리어
2025-01-29,48.720344564256294,0.31144718975958574,1.362133623032267,가구/인테리어
2025-01-30,48.68432894416156,-0.7492859999992791,1.5148445926963512,가구/인테리어
2025-01-31,48.64831332406682,-3.522082368299956,1.688237590159224,가구/인테리어
2025-02-01,48.61229770397208,-4.202104476256642,1.8792402751328847,가구/인테리어
2025-02-02,48.576282083877345,2.877003358814103,2.084375471573911,가구/인테리어
2025-02-03,48.54026646378261,3.7976729472978734,2.2998597311622464,가구/인테리어
2025-02-04,48.50425084368787,1.487349348692693,2.521706304050648,가구/인테리어
2025-02-05,48.46823522213062,0.3114471897551957,2.745829519707113,가구/인테리어
2025-02-06,48.432219600573376,-0.7492860000020671,2.9681476373844324,가구/인테리어
2025-02-07,48.396203979016136,-3.5220823683041855,3.1846813660029074,가구/인테리어
2025-02-08,48.36018835745889,-4.202104476252911,3.3916454712490913,가구/인테리어
2025-02-09,48.32417273590164,2.877003358816601,3.585531175450851,가구/인테리어
2025-02-10,48.2881571143444,3.7976729472973334,3.763177403228588,가구/인테리어
2025-02-11,48.25214149278715,1.4873493486856106,3.9218293216155913,가구/인테리어
2025-02-12,48.216125871229906,0.3114471897564208,4.059183054227645,가구/인테리어
2025-02-13,48.180110249672666,-0.749286000000932,4.173415901752553,가구/인테리어
2025-02-14,48.14409462811542,-3.5220823683058144,4.263201861067672,가구/인테리어
2025-02-15,48.10807900655817,-4.20210447624918,4.3277126888499895,가구/인테리어
2025-02-16,48.07206338500093,2.8770033587995187,4.366605188659274,가구/인테리어
2025-02-17,48.03604776216285,3.797672947296794,4.379995800419083,가구/인테리어
2025-02-18,48.00003213932478,1.4873493486867833,4.368423926237692,가구/인테리어
2025-02-19,47.9640165164867,0.3114471897531782,4.33280572645823,가구/인테리어
2025-02-20,47.92800089364862,-0.7492860000076438,4.274380356456472,가구/인테리어
2025-02-21,47.89198527081056,-3.5220823682926103,4.1946507817901795,가구/인테리어
2025-02-22,47.85596964797248,-4.202104476246978,4.095321402837305,가구/인테리어
2025-02-23,47.8199540251344,2.8770033588032398,3.9782347385106864,가구/인테리어
2025-02-24,47.78393840229633,3.7976729472932824,3.8453093627063373,가구/인테리어
2025-02-25,47.74792277945825,1.4873493486838274,3.6984811599596275,가구/인테리어
2025-02-26,47.71190715662018,0.311447189749936,3.5396497736938066,가구/인테리어
2025-02-27,47.67589153378211,-0.7492859999960713,3.3706318687808294,가구/인테리어
2025-02-28,47.63987591264811,-3.522082368294239,3.1931225290842065,가구/인테리어
2025-03-01,47.60386029151411,-4.202104476243247,3.0086657708383617,가구/인테리어
2025-03-02,47.56784467038011,2.8770033588081834,2.818634786019971,가구/인테리어
2025-03-03,47.53182904924611,3.7976729473024107,2.6242221487368287,가구/인테리어
2025-03-04,47.495813428112115,1.4873493486919729,2.426439835179519,가구/인테리어
2025-03-05,47.45979780697812,0.311447189755629,2.226128536737624,가구/인테리어
2025-03-06,47.42378218584412,-0.7492859999988595,2.023975398780114,가구/인테리어
2025-03-07,47.38776656471012,-3.5220823682984697,1.8205390062665279,가구/인테리어
2025-03-08,47.35175094357612,-4.202104476240281,1.6162801718354671,가구/인테리어
2025-03-09,47.31573532244212,2.8770033588131287,1.4115968714936908,가구/인테리어
2025-03-10,47.279719701308125,3.797672947298901,1.2068615242810405,가구/인테리어
2025-03-11,47.243704080174126,1.4873493486890181,1.002458730473925,가구/인테리어
2025-03-12,47.20768845861456,0.31144718975238683,0.7988215707265045,가구/인테리어
2025-03-13,47.17167283705499,-0.7492859999977244,0.5964646264265933,가구/인테리어
2025-03-14,47.13565721549543,-3.5220823683000972,0.3960120077960656,가구/인테리어
2025-03-15,47.09964159393586,-4.202104476254609,0.19821886655890728,가구/인테리어
2025-03-16,47.0636259723763,2.877003358815626,0.0039851182528964635,가구/인테리어
2025-03-17,47.02761035081674,3.79767294730133,-0.18563960291341358,가구/인테리어
2025-03-18,46.991594729257166,1.4873493486901903,-0.3694603960793498,가구/인테리어
2025-03-19,46.9555791076976,0.31144718975361224,-0.5461512260498215,가구/인테리어
2025-03-20,46.91956348613804,-0.7492859999939986,-0.7142786271583144,가구/인테리어
2025-03-21,46.88354786457847,-3.522082368304328,-0.8723344846691822,가구/인테리어
2025-03-22,46.84753224301891,-4.202104476251645,-1.0187770245608365,가구/인테리어
2025-03-23,46.81151662145934,2.8770033588205695,-1.1520787905214132,가구/인테리어
2025-03-24,46.775500999899776,3.7976729472978206,-1.2707800705581724,가구/인테리어
2025-03-25,46.73948537834021,1.487349348687235,-1.3735459661374656,가구/인테리어
2025-03-26,46.70346975678065,0.31144718975368996,-1.459225084345836,가구/인테리어
2025-03-27,46.66745413522108,-0.7492859999967869,-1.5269076864288411,가구/인테리어
2025-03-28,46.631438513661514,-3.5220823683033546,-1.5759810505399041,가구/인테리어
2025-03-29,46.59542289210195,-4.2021044762479125,-1.6061798067832935,가구/인테리어
2025-03-30,46.55940727054239,2.8770033588242914,-1.6176290801469255,가구/인테리어
2025-03-31,46.52339164898282,3.7976729473039796,-1.6108784311913378,가구/인테리어
2025-04-01,46.48737602742325,1.4873493486884075,-1.5869248118326538,가구/인테리어
2025-04-02,46.45136040586369,0.3114471897549157,-1.5472230487439593,가구/인테리어
2025-04-03,46.415344784304125,-0.7492859999995752,-1.4936827217950734,가구/인테리어
2025-04-04,46.37932916274456,-3.5220823683075846,-1.428650709464735,가구/인테리어
2025-04-05,46.343313541185,-4.202104476244946,-1.354879115662351,가구/인테리어
2025-04-06,46.30729791962543,2.8770033588059856,-1.27547875942675,가구/인테리어
2025-04-07,46.27128229806586,3.797672947303439,-1.1938588865407267,가구/인테리어
2025-04-08,46.2352666765063,1.4873493486813243,-1.1136542349896799,가구/인테리어
2025-04-09,46.199251054946735,0.31144718975167285,-1.038641039556682,가구/인테리어
2025-04-10,46.163235433387165,-0.7492859999984401,-0.9726439797972337,가구/인테리어
2025-04-11,46.1272198118276,-3.5220823682969824,-0.919436446027538,가구/인테리어
2025-04-12,46.09120419026804,-4.202104476241216,-0.8826368071223636,가구/인테리어
2025-04-13,46.05518856870847,2.8770033588097066,-0.8656036003048179,가구/인테리어
2025-04-14,46.01917294714891,3.797672947302899,-0.8713327177480665,가구/인테리어
2025-04-15,45.98315732558934,1.4873493486824971,-0.902359730296519,가구/인테리어
2025-04-16,45.947141704029775,0.3114471897562192,-0.9606704608488597,가구/인테리어
2025-04-17,45.91112608247021,-0.7492859999973049,-1.0476227969374985,가구/인테리어
2025-04-18,45.87511046091065,-3.522082368298611,-1.1638825148897323,가구/인테리어
2025-04-19,45.83909483935108,-4.202104476239015,-1.3093755807777065,가구/인테리어
2025-04-20,45.80307921779151,2.877003358813427,-1.4832590025060468,가구/인테리어
2025-04-21,45.76706359623195,3.7976729472993895,-1.6839118426745778,가구/인테리어
2025-04-22,45.731047974672386,1.4873493486906424,-1.9089474744733426,가구/인테리어
2025-04-23,45.69503235311282,0.3114471897529763,-2.1552475872487378,가구/인테리어
2025-04-24,45.65901673155325,-0.7492860000000932,-2.4190178396278292,가구/인테리어
2025-04-25,45.62300110999369,-3.522082368300239,-2.6958644334661015,가구/인테리어
2025-04-26,45.586985488434124,-4.202104476235283,-2.9808902589258794,가구/인테리어
2025-04-27,45.55096986687456,2.877003358795121,-3.2688086579155917,가구/인테리어
2025-04-28,45.51495424531499,3.7976729472958786,-3.5540722877869517,가구/인테리어
